17.1875,64
20.3125,64
26.5625,64
26.5625,64
29.6875,64
29.6875,64
40.625,64
39.0625,64
57.8125,64
32.8125,64
43.75,64
48.4375,64
42.1875,64
48.4375,64
46.875,64
59.375,64
68.75,64
59.375,64
53.125,64
51.5625,64
65.625,64
65.625,64
62.5,64
70.3125,64
65.625,64
71.875,64
82.8125,64
65.625,64
70.3125,64
71.875,64
75,64
78.125,64
60.9375,64
62.5,64
73.4375,64
76.5625,64
76.5625,64
60.9375,64
76.5625,64
70.3125,64
65.625,64
75,64
81.25,64
79.6875,64
81.25,64
79.6875,64
78.125,64
68.75,16
93.75,16
75,16
90.625,64
81.25,16
