79.6875,64
75,64
78.125,64
87.5,64
90.625,64
85.9375,64
79.6875,64
82.8125,64
89.0625,64
85.9375,64
82.8125,64
93.75,64
82.8125,64
87.5,64
85.9375,64
82.8125,64
85.9375,64
76.5625,64
87.5,64
84.375,64
89.0625,64
89.0625,64
92.1875,64
87.5,64
87.5,64
89.0625,64
82.8125,64
92.1875,64
93.75,64
93.75,64
84.375,64
85.9375,64
93.75,64
90.625,64
92.1875,64
89.0625,64
87.5,64
89.0625,64
98.4375,64
82.8125,64
90.625,64
93.75,64
93.75,64
96.875,64
87.5,64
93.75,64
87.5,16
92.1875,64
87.5,64
93.75,16
93.75,16
93.75,16
